bet_id,soort_vergoeding,waarde,max_periode
139383442,,0,0
139383458,,0,0
139384187,,0,0
139384328,,0,0
139384375,,0,0
139384378,,0,0
139384834,,0,0
139385077,,0,0
139385117,,0,0
139385177,,0,0
139386050,,0,0
139386056,,0,0
139386059,,0,0
139387088,,0,0
139387091,,0,0
139388131,,0,0
139388189,,0,0
139388198,,0,0
139389293,,0,0
139389988,,0,0
139390741,,0,0
139391744,,0,0
139392605,,0,0
139392614,,0,0
139394425,,0,0
139394545,,0,0
139396292,,0,0
139396301,,0,0
139398395,,0,0
139398518,,0,0
139398521,,0,0
139398931,,0,0
139399019,,0,0
139400245,,0,0
139400254,,0,0
139400260,,0,0
139402094,,0,0
139402885,,0,0
139403683,,0,0
139403695,,0,0
139404737,,0,0
139405433,,0,0
139405931,,0,0
139407370,,0,0
139412546,,0,0
139414339,,0,0
139415965,,0,0
139416178,,0,0
139416784,,0,0
139417054,,0,0
139417421,,0,0
139417618,,0,0
139453688,,0,0
139453732,,0,0
139454672,,0,0
139455406,,0,0
139455626,,0,0
139456616,,0,0
139458569,,0,0
139459226,,0,0
139459342,,0,0
139461001,,0,0
139465382,,0,0
139468739,,0,0
139468745,,0,0
139472912,,0,0
139473647,,0,0
139473715,,0,0
139474847,,0,0
139475129,,0,0
139476188,,0,0
139476812,,0,0
139476887,,0,0
139477583,,0,0
139477811,,0,0
139477820,,0,0
139478741,,0,0
139478966,,0,0
139479827,,0,0
139482047,,0,0
139483175,,0,0
139483199,,0,0
139483268,,0,0
139483444,,0,0
139483619,,0,0
139483747,,0,0
139484986,,0,0
139485563,,0,0
139485770,,0,0
139486201,,0,0
139487402,,0,0
139487411,,0,0
139487723,,0,0
139487987,,0,0
139488365,,0,0
139488764,,0,0
139488934,,0,0
139489109,,0,0
139489112,,0,0
139489427,,0,0
139489456,,0,0
139490707,,0,0
139491131,,0,0
139491170,,0,0
139491250,,0,0
139492855,,0,0
139492858,,0,0
139492861,,0,0
139492885,,0,0
139492978,,0,0
139493176,,0,0
139493179,,0,0
139493188,,0,0
139493198,,0,0
139493345,,0,0
139493617,,0,0
139493621,,0,0
139493635,,0,0
139493675,,0,0
139493797,,0,0
139493885,,0,0
139494191,,0,0
139494194,,0,0
139494859,,0,0
139494865,,0,0
139496102,,0,0
139496654,,0,0
139497452,,0,0
139497455,,0,0
139498169,,0,0
139498327,,0,0
139499612,,0,0
139499692,,0,0
139499888,,0,0
139499920,,0,0
139499999,,0,0
139500298,,0,0
139500380,,0,0
139501093,,0,0
139502023,,0,0
139502081,,0,0
139502714,,0,0
139502951,,0,0
139503134,,0,0
139504505,,0,0
139505623,,0,0
139506277,,0,0
139507233,,0,0
139507842,,0,0
139508855,,0,0
139509669,,0,0
139509812,,0,0
139510766,,0,0
139510836,,0,0
139510851,,0,0
139511205,,0,0
139511208,,0,0
139511423,,0,0
139511426,,0,0
139511781,,0,0
