ft_id,fn_id,bet_id,contract_id,schade_id,nummer,datumtijd,plaintext,dropdown
9766840,10424,136904699,,,,,,
9766963,10424,137984839,,,,,,
9767007,10424,126080358,,,,,,
9767128,10424,136904392,,,2022,,,
9767334,10424,136886677,,,2024,,,
9767733,10424,137985282,,,,,,
9767748,10424,137985285,,,,,,
9768826,10424,137985640,,,,,,
9769440,10424,126132583,,,,,,
9769512,10424,137986257,,,,,,
9769554,10424,137986329,,,,,,
9769569,10424,126092982,,,,,,
9769950,10424,137986608,,,,,,
9769965,10424,137986614,,,,,,
9770155,10424,126005325,,,,,,
9770991,10424,137987493,,,2024,,,
9772582,10424,137988394,,,,,,
9774339,10424,126004749,,,,,,
9774648,10424,132536562,,,,,,
9774822,10424,133527087,,,,,,
9774837,10424,133527089,,,,,,
9776077,10424,131564087,,,,,,
9777549,10424,136634158,,,,,,
9777610,10424,129214233,,,,,,
9781347,10424,137988379,,,,,,
9783156,10424,126005301,,,,,,
9783208,10424,136883968,,,,,,
9783393,10424,125991127,,,,,,
9783762,10424,126797850,,,,,,
9783900,10424,137995755,,,,,,
9784518,10424,126004557,,,,,,
9785784,10424,137998290,,,,,,
9785881,10424,137998357,,,,,,
9785896,10424,137998354,,,2023,,,
9786439,10424,137941611,,,,,,
9786705,10424,137998842,,,,,,
9787059,10424,137994186,,,,,,
9787089,10424,137994189,,,,,,
9787861,10424,137999503,,,,,,
9789496,10424,138000502,,,,,,
9789718,10424,138000643,,,,,,
9790545,10424,126004449,,,,,,
9790626,10424,126004453,,,,,,
9790641,10424,126004469,,,,,,
9790656,10424,126004489,,,,,,
9790671,10424,126004501,,,,,,
9790747,10424,126004505,,,,,,
9790762,10424,126004597,,,,,,
9790939,10424,126004601,,,,,,
9790954,10424,126004617,,,,,,
9791017,10424,126004633,,,,,,
9791032,10424,126004645,,,,,,
9791047,10424,126004661,,,,,,
9791062,10424,126004689,,,,,,
9791077,10424,126004725,,,,,,
9791091,10424,126004769,,,,,,
9791106,10424,126004789,,,,,,
